active,additionalInfoLink,archiveDate,archiveType,award,baseType,classificationCode,description,fullParentPathCode,fullParentPathName,links,naicsCode,naicsCodes,noticeId,officeAddress.city,officeAddress.countryCode,officeAddress.state,officeAddress.zipcode,organizationType,placeOfPerformance,placeOfPerformance.city.code,placeOfPerformance.city.name,placeOfPerformance.country.code,placeOfPerformance.country.name,placeOfPerformance.state.code,placeOfPerformance.state.name,placeOfPerformance.streetAddress,placeOfPerformance.streetAddress2,placeOfPerformance.zip,pointOfContact,postedDate,resourceLinks,responseDeadLine,solicitationNumber,title,type,typeOfSetAside,typeOfSetAsideDescription,uiLink
Yes,,2025-07-11,auto15,,Solicitation,Z2JZ,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=13c12a682ac24d25b6ebeb5d71f03a33,021.2100.AMC.ACC.MICC.FDO EUSTIS.W91QF4,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.FDO EUSTIS.W6QM MICC-FT LEAVENWORTH,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=13c12a682ac24d25b6ebeb5d71f03a33&limit=1'}]",236220,['236220'],13c12a682ac24d25b6ebeb5d71f03a33,FORT LEAVENWORTH,USA,KS,66027-0000,OFFICE,,23950,Fort Leavenworth,USA,UNITED STATES,KS,Kansas,,,66027,"[{'fax': '', 'type': 'primary', 'email': 'felipe.d.zaragoza.civ@army.mil', 'phone': '5209443862', 'title': None, 'fullName': 'Felipe D. Zaragoza'}, {'fax': '', 'type': 'secondary', 'email': 'jennifer.s.walker12.civ@army.mil', 'phone': '5209459613', 'title': None, 'fullName': 'Jennifer S. Walker'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/27b6f82350bf4132bf0458f7e34f7603/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/281c368dd4004ad8b747dfbc9897c895/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4dc89cc2745d44d99418c58f41fa4ba2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7c3370a531cd48eb9b06823f6f0e87cd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8cbf5d9082f44c4cae50256960179a49/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/90c872df6f6c4432884ac4dd099acc37/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c9da28fd145b419399efe38bbeef47e0/download']",2025-06-26T14:00:00-05:00,Amend01,Amend 01_Fire Alarm Replacement Bldg. 392 & 339 Ft Leavenworth,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/13c12a682ac24d25b6ebeb5d71f03a33/view
Yes,,2025-07-29,auto15,,Solicitation,2990,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=11b824b081fe43528bc7080299e3f43b,017.1700.NAVSUP.NAVSUP WSS.NAVSUP WSS MECH.N00104,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=11b824b081fe43528bc7080299e3f43b&limit=1'}]",333618,['333618'],11b824b081fe43528bc7080299e3f43b,MECHANICSBURG,USA,PA,17050-0788,OFFICE,,,,,,,,,,,"[{'fax': None, 'type': 'primary', 'email': 'AMANDA.R.HAYWARD.CIV@US.NAVY.MIL', 'phone': None, 'title': None, 'fullName': 'Telephone: 7176055834'}]",2025-06-13,,2025-07-14T16:30:00-04:00,N0010425QAD92,"SLEEVE,RUBBER",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/11b824b081fe43528bc7080299e3f43b/view
Yes,,2026-04-12,autocustom,,Solicitation,R499,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=10ff0efc09184f3c9952e1fee1532ec7,097.97ZS.H92400,DEPT OF DEFENSE.US SPECIAL OPERATIONS COMMAND (USSOCOM).HQ USSOCOM,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=10ff0efc09184f3c9952e1fee1532ec7&limit=1'}]",541611,['541611'],10ff0efc09184f3c9952e1fee1532ec7,TAMPA,USA,FL,33621-5323,OFFICE,,71000,Tampa,USA,UNITED STATES,FL,Florida,,,33621,"[{'fax': '', 'type': 'primary', 'email': 'sherri.ashby@socom.mil', 'phone': '', 'title': None, 'fullName': 'Sherri Ashby'}, {'fax': '', 'type': 'secondary', 'email': 'christos.j.tragakis.civ@socom.mil', 'phone': '', 'title': None, 'fullName': 'Christos Tragakis'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1008fa9de553485ea177944caec2481d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/27ecc1dfad814cc788c51308f642e760/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/699c108447e442af9e891ac645f9ef02/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7383c49375c643b8b44f2dadb628c68c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/752c312727224a87a49dd216cb78fa42/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7b1cb8eeae21473fae049e2196a0fed8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7f84887af7364b3d9f2bc3f790126c5c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b15a5315041343f2b907cd07c94be51e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ca7c1aaaa059418faecee174d731fabb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dc3d1b1f311b4baaae3f4097bc7f1dbe/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e1738c0ad8f5482b99e5287cc445d185/download']",2025-10-13T10:00:00-04:00,H9240025RE002,SOF Global Services Delivery Request for Proposal (DRAFT),Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/10ff0efc09184f3c9952e1fee1532ec7/view
Yes,,2025-07-12,auto15,,Presolicitation,W039,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=0f369851fd8e46f0a9c3342eacdcbabe,021.2100.USACE.LRD.W912P5,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.W072 ENDIST NASHVILLE,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=0f369851fd8e46f0a9c3342eacdcbabe&limit=1'}]",238990,['238990'],0f369851fd8e46f0a9c3342eacdcbabe,NASHVILLE,USA,TN,37203-1070,OFFICE,,34732,Harlan,USA,UNITED STATES,KY,Kentucky,,,40831,"[{'fax': '', 'type': 'primary', 'email': 'jori.l.cox@usace.army.mil', 'phone': '6157365538', 'title': None, 'fullName': 'Jori Cox'}, {'fax': '', 'type': 'secondary', 'email': 'andrew.r.roth@usace.army.mil', 'phone': '6157367793', 'title': None, 'fullName': 'Andrew Roth'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6b8ae830f15444bf855dbe0b00213304/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6f677080c5644a3cad51f87611583e2b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7b151db5d61e4e17aea083ddc7b7957d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/96c0a6e5c9d04671b0a65c2ba844b3b8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9c87ca784ad84ed88d6b4d8061d48932/download']",2025-06-27T11:00:00-05:00,W912P525QA031,Bulkhead Placement w/ Crane Rental,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/0f369851fd8e46f0a9c3342eacdcbabe/view
Yes,,2025-07-03,autocustom,,Solicitation,2530,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=0d72276244c14878ab2a9aea07d2956a,021.2100.W912CH,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC WRN.W6QK ACC- DTA,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=0d72276244c14878ab2a9aea07d2956a&limit=1'}]",336992,['336992'],0d72276244c14878ab2a9aea07d2956a,WARREN,USA,MI,48397-5000,OFFICE,,,,USA,UNITED STATES,,,,,,"[{'fax': '', 'type': 'primary', 'email': 'haley.r.bruns.civ@army.mil', 'phone': '5206928433', 'title': None, 'fullName': 'Haley Bruns'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/68a40526301c47798dfe3f99af9c070a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7384b1968f4a40b5ba50a28b9e3efbc7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9058cb173dfa4160aae66966d45e7ec6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/912943b9d5294be18823caa3e5d3cc32/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/db5d13a6232e42a9b40cdf4ac346eb3b/download']",2025-07-02T15:00:00-04:00,W912CH-25-R-0049,"Solicitation - Link, Brake Shoe, Adj NSN: 2530-01-480-5658",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/0d72276244c14878ab2a9aea07d2956a/view
Yes,,2025-07-03,auto15,,Solicitation,6810,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=0d5b148c48aa4341a93f478833069b56,021.2100.AMC.ACC.ACC-CTRS.ACC RI.W519TC,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC RI.W6QK ACC-RI,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=0d5b148c48aa4341a93f478833069b56&limit=1'}]",325998,['325998'],0d5b148c48aa4341a93f478833069b56,ROCK ISLAND,USA,IL,61299-0000,OFFICE,,65078,Rock Island,USA,UNITED STATES,IL,Illinois,,,61299,"[{'fax': '', 'type': 'primary', 'email': 'brandy.m.huesmann.civ@army.mil', 'phone': '', 'title': None, 'fullName': 'Brandy Huesmann'}, {'fax': '', 'type': 'secondary', 'email': 'kylah.a.rasche.civ@army.mil', 'phone': '', 'title': None, 'fullName': 'Kylah Rasche'}]",2025-06-13,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c8d942a4e7744a4382fce4a802122788/download'],2025-06-18T10:00:00-05:00,W519TC25Q2284,Chromic Acid Flakes,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/0d5b148c48aa4341a93f478833069b56/view
Yes,,2025-06-28,auto15,,Solicitation,6515,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=0c3c692fc5fa40cc9e243544902a729b,021.2100.MEDCOM.W91YTZ,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY MEDICAL COMMAND.W40M MRCO EAST,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=0c3c692fc5fa40cc9e243544902a729b&limit=1'}]",339112,['339112'],0c3c692fc5fa40cc9e243544902a729b,FORT BELVOIR,USA,VA,22060-5580,OFFICE,,24260,Fort Bragg,USA,UNITED STATES,NC,North Carolina,,,28310,"[{'fax': '', 'type': 'primary', 'email': 'cotrena.y.brownjohnson.mil@health.mil', 'phone': '', 'title': None, 'fullName': 'Cotrena Y. Brown-Johnson'}, {'fax': '', 'type': 'secondary', 'email': 'michael.j.mccollum12.civ@health.mil', 'phone': '7037851159', 'title': None, 'fullName': 'Michael J. McCollum'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/33511a108595455da0d746afe2972e9b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7239aa6254d64f6585ea644c578b12cd/download']",2025-06-13T09:00:00-04:00,W91YTZ25QA063,Cancelled - Solicitation - Auditory Brainstem Resp Test EP25,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/0c3c692fc5fa40cc9e243544902a729b/view
Yes,,2025-07-03,auto15,,Solicitation,6015,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=08553eb9f48344e1bed1dec7e52fc47a,097.97AS.DLA MARITIME.DLA MARITIME SHIPYDS.SPMYM4,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME SHIPYARDS.DLA MARITIME - PEARL HARBOR,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=08553eb9f48344e1bed1dec7e52fc47a&limit=1'}]",335921,['335921'],08553eb9f48344e1bed1dec7e52fc47a,PEARL HARBOR,USA,HI,96860-5033,OFFICE,,,,USA,UNITED STATES,,,,,,"[{'fax': '', 'type': 'primary', 'email': 'AMANDA.N.RAGSDALE.CIV@US.NAVY.MIL', 'phone': '80847380005505', 'title': None, 'fullName': 'AMANDA RAGSDALE'}]",2025-06-13,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6bae3910e39e4bc594101bf7d2abb838/download'],2025-06-18T12:00:00-10:00,SPMYM4-25-Q-0570,"MQJ, CABLE, TEST",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/08553eb9f48344e1bed1dec7e52fc47a/view
Yes,,2025-07-09,autocustom,,Solicitation,5420,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=0651945ea2464aae8b60c7e994b0bea3,021.2100.USACE.SWD.W912BV,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTHWESTERN.W076 ENDIST TULSA,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=0651945ea2464aae8b60c7e994b0bea3&limit=1'}]",332312,['332312'],0651945ea2464aae8b60c7e994b0bea3,TULSA,USA,OK,74137-4290,OFFICE,,,,,,,,,,,"[{'fax': None, 'type': 'primary', 'email': 'miguel.a.martinez2@usace.army.mil', 'phone': '(918) 669-7366', 'title': None, 'fullName': 'Miguel Martinez'}]",2025-06-13,,2025-06-20T14:00:00-06:00,W912BV25RA005,"Stoplogs and Lifting Beam for Copan Lake, OK",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/0651945ea2464aae8b60c7e994b0bea3/view
Yes,,2025-07-10,auto15,,Solicitation,W054,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=04f259c7ac0441f38b0bd033bfd75d7f,021.2100.USACE.LRD.W912P5,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.W072 ENDIST NASHVILLE,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=04f259c7ac0441f38b0bd033bfd75d7f&limit=1'}]",532490,['532490'],04f259c7ac0441f38b0bd033bfd75d7f,NASHVILLE,USA,TN,37203-1070,OFFICE,,17520,Counce,USA,UNITED STATES,TN,Tennessee,,,38326,"[{'fax': '', 'type': 'primary', 'email': 'kerri.d.broglin@usace.army.mil', 'phone': '8653008819', 'title': None, 'fullName': 'KERRI BROGLIN'}, {'fax': '', 'type': 'secondary', 'email': 'andrew.r.roth@usace.army.mil', 'phone': '6157367793', 'title': None, 'fullName': 'Andrew Roth'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/96fe83b8246b4c91b540a99f3c26328e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b5abc52720a049d2977b1aeb067d4bc1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c69111940b7645d0b1cbb1edc043eca0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d693aa05ee70407083978bcd940b6d98/download']",2025-06-25T10:00:00-05:00,W912P525QA030,"Nashville District- Pickwick Lock Dewatering, Scaffolding Rental",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/04f259c7ac0441f38b0bd033bfd75d7f/view
Yes,,2025-07-11,auto15,,Solicitation,9140,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=02c419cb70dc49159ea232e589bbc844,014.1448.140FS2,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, SAT TEAM 2","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=02c419cb70dc49159ea232e589bbc844&limit=1'}]",324110,['324110'],02c419cb70dc49159ea232e589bbc844,Falls Church,USA,VA,22041,OFFICE,,50090,Mora,USA,UNITED STATES,NM,New Mexico,Mora National Fish Hatchery,25 Hatchery Row,,"[{'fax': None, 'type': 'primary', 'email': 'dana_arnold@fws.gov', 'phone': '7034688289', 'title': None, 'fullName': 'Arnold, Dana'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9121bc21ff214887b792cb90677353a3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e313925147234bb98e85c19c6ceb37af/download']",2025-06-26T15:00:00-04:00,140FS225Q0112,91--NM Mora NFH - Propane Delivery 5-Year BPA,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/02c419cb70dc49159ea232e589bbc844/view
Yes,,2025-07-10,auto15,,Solicitation,Z2KA,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=0091d7f2eba84f90aaf3875511879812,021.2100.USACE.NWD.W912EF,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.US ARMY ENGINEER DISTRICT WALLA WAL,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=0091d7f2eba84f90aaf3875511879812&limit=1'}]",237990,['237990'],0091d7f2eba84f90aaf3875511879812,WALLA WALLA,USA,WA,99362-1876,OFFICE,,8780,Burbank,USA,UNITED STATES,WA,Washington,,,99323,"[{'fax': '', 'type': 'primary', 'email': 'Preston.E.Jones@usace.army.mil', 'phone': '5095277206', 'title': None, 'fullName': 'Preston Jones'}, {'fax': '', 'type': 'secondary', 'email': 'cynthia.h.jacobsen@usace.army.mil', 'phone': '5095277214', 'title': None, 'fullName': 'Cynthia Jacobsen'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/05022dc34a2b4d54b7e25b0ff6eb2800/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0791815669a746949dc32ff25be9f3a9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0f2f5d577c7c4feea77e9b32db5c460a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1a48f5dbb79446efa57a8014aa0ee521/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1abf2ca067c34d8f9a23674460555637/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/387f99c06bdd4f47b5fc16c47a763376/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3d982299148e44dcabafb6eeecc1d55b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4a66835eb7ef48248c24766fe5f0ae3c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6952485e7be5434e920767ce6f42e067/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6ba26a57e80446d9b1ebcf8bf648b1bf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6d101f9f87754e67918e487b9d500211/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/700000a02dcd4ed69f1b288a08dda84a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/74d6535716bb463fa5a6c2c841c865be/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7b7fd749297748a7b2bef33bf704b51f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/80d13cf7e22144f29a2773766d4c6b1f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8a39bfc33c00495fa8c541d703663620/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8ac46847f4be42598f50ef85006f8a97/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/92f2211c2a744793becbe633643202af/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a9266ebc28f84b1ca080aeb0ed2c179c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b66fa18629bf40cb8bdffa5a61564bd0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bf2b41e6dd1542939976f18895b13171/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c2c6552a4f8f4a768cb665d8c6427980/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c45cdd563c31480ca7762573398cf15c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dc9b6ddf96924d119014bdfb6fd331ef/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f780f00a90c84b7aa125aa635195092a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f9dd659ff6ec4ebd97644f69f7335d8c/download']",2025-06-25T17:00:00-07:00,W912EF25RA001,Ice Harbor Dam Intake Gate Hydraulic System Upgrades,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/0091d7f2eba84f90aaf3875511879812/view
